<Trait>,Heritability_0.9_Rep_1,Heritability_0.9_Rep_2,Heritability_0.9_Rep_3,Heritability_0.9_Rep_4,Heritability_0.9_Rep_5,Heritability_0.9_Rep_6,Heritability_0.9_Rep_7,Heritability_0.9_Rep_8,Heritability_0.9_Rep_9,Heritability_0.9_Rep_10,Heritability_0.9_Rep_11,Heritability_0.9_Rep_12,Heritability_0.9_Rep_13,Heritability_0.9_Rep_14,Heritability_0.9_Rep_15,Heritability_0.9_Rep_16,Heritability_0.9_Rep_17,Heritability_0.9_Rep_18,Heritability_0.9_Rep_19,Heritability_0.9_Rep_20,Heritability_0.9_Rep_21,Heritability_0.9_Rep_22,Heritability_0.9_Rep_23,Heritability_0.9_Rep_24,Heritability_0.9_Rep_25,Heritability_0.9_Rep_26,Heritability_0.9_Rep_27,Heritability_0.9_Rep_28,Heritability_0.9_Rep_29,Heritability_0.9_Rep_30,Heritability_0.9_Rep_31,Heritability_0.9_Rep_32,Heritability_0.9_Rep_33,Heritability_0.9_Rep_34,Heritability_0.9_Rep_35,Heritability_0.9_Rep_36,Heritability_0.9_Rep_37,Heritability_0.9_Rep_38,Heritability_0.9_Rep_39,Heritability_0.9_Rep_40,Heritability_0.9_Rep_41,Heritability_0.9_Rep_42,Heritability_0.9_Rep_43,Heritability_0.9_Rep_44,Heritability_0.9_Rep_45,Heritability_0.9_Rep_46,Heritability_0.9_Rep_47,Heritability_0.9_Rep_48,Heritability_0.9_Rep_49,Heritability_0.9_Rep_50,Heritability_0.9_Rep_51,Heritability_0.9_Rep_52,Heritability_0.9_Rep_53,Heritability_0.9_Rep_54,Heritability_0.9_Rep_55,Heritability_0.9_Rep_56,Heritability_0.9_Rep_57,Heritability_0.9_Rep_58,Heritability_0.9_Rep_59,Heritability_0.9_Rep_60,Heritability_0.9_Rep_61,Heritability_0.9_Rep_62,Heritability_0.9_Rep_63,Heritability_0.9_Rep_64,Heritability_0.9_Rep_65,Heritability_0.9_Rep_66,Heritability_0.9_Rep_67,Heritability_0.9_Rep_68,Heritability_0.9_Rep_69,Heritability_0.9_Rep_70,Heritability_0.9_Rep_71,Heritability_0.9_Rep_72,Heritability_0.9_Rep_73,Heritability_0.9_Rep_74,Heritability_0.9_Rep_75,Heritability_0.9_Rep_76,Heritability_0.9_Rep_77,Heritability_0.9_Rep_78,Heritability_0.9_Rep_79,Heritability_0.9_Rep_80,Heritability_0.9_Rep_81,Heritability_0.9_Rep_82,Heritability_0.9_Rep_83,Heritability_0.9_Rep_84,Heritability_0.9_Rep_85,Heritability_0.9_Rep_86,Heritability_0.9_Rep_87,Heritability_0.9_Rep_88,Heritability_0.9_Rep_89,Heritability_0.9_Rep_90,Heritability_0.9_Rep_91,Heritability_0.9_Rep_92,Heritability_0.9_Rep_93,Heritability_0.9_Rep_94,Heritability_0.9_Rep_95,Heritability_0.9_Rep_96,Heritability_0.9_Rep_97,Heritability_0.9_Rep_98,Heritability_0.9_Rep_99,Heritability_0.9_Rep_100
Z003E0056,2.249049117,2.307095129,2.326668834,2.292975996,2.328727945,2.326257035,2.323207222,2.24622636,2.231152022,2.3640694,2.27738238,2.193831413,2.187034644,2.242214839,2.333837338,2.269031251,2.391428703,2.327574588,2.182511355,2.228944719,2.304163582,2.188605743,2.167645654,2.209096056,2.313783613,2.133615941,2.217425921,2.214942375,2.243170253,2.271874899,2.344117268,2.339950309,2.254024477,2.350056914,2.312707924,2.396541801,2.281046151,2.17043396,2.174104534,2.199391603,2.313315929,2.202749144,2.126337424,2.194502924,2.282345702,2.263667548,2.224747869,2.250270796,2.228077821,2.182104029,2.280911709,2.248368783,2.345434194,2.277514723,2.344682975,2.19959692,2.262193906,2.195392146,2.206449741,2.187776291,2.266212413,2.178539793,2.380340789,2.328594313,2.232730903,2.246988985,2.228752781,2.134910484,2.246551497,2.256236387,2.159932761,2.264717731,2.289885499,2.197997664,2.196107097,2.362905425,2.309275688,2.215947656,2.240128061,2.362008222,2.353487121,2.232253687,2.333519036,2.25215487,2.326859526,2.193298898,2.199144907,2.186438289,2.18302123,2.33092629,2.230229062,2.17785002,2.233750129,2.221350825,2.192102109,2.157305636,2.252696176,2.34784724,2.186399893,2.205316195
Z003E0057,1.013807748,0.992651482,0.934362262,1.115969595,1.109188304,0.925300719,1.004414213,1.007066003,1.04236901,0.976407173,1.142440117,1.025105183,1.002977332,0.990140733,1.038874368,0.947533555,1.078232196,0.962765365,1.010822672,1.033731157,0.987162406,1.079842009,1.046976836,0.922007911,1.015867433,1.02238427,0.940891106,1.076353112,1.054216456,1.11494531,0.956900584,1.003940276,1.058053237,1.127631881,1.149307617,0.883385856,1.017930507,1.135530574,1.070058006,1.023643679,1.018597718,1.071503984,1.021195822,1.1043873,0.971275769,1.027105519,1.071617918,1.004043701,0.97592865,1.117415001,1.029484616,1.053549985,1.013866626,1.114654768,1.084334829,0.981661386,0.884417989,0.961897502,1.011747162,1.167154799,0.972939834,0.989517605,1.003584713,0.973105015,1.026600105,1.048952525,0.965500584,0.955999391,1.0372387,1.062931668,0.911006103,0.969644954,1.074480922,1.089863642,1.061148519,0.937704268,1.104903654,0.988326324,1.04186883,1.04332969,1.097084079,1.029201329,1.03209897,1.023622181,0.844680968,1.020649879,1.04825009,1.071540759,1.036981827,0.974266207,1.061995817,0.942105942,1.046253795,0.992296768,1.142412783,0.985443318,1.023087553,1.006465416,1.014692859,1.006519811
Z003E0058,2.178685652,2.35268857,2.192977636,2.224657741,2.236617216,2.26077082,2.277596908,2.34729651,2.24761306,2.397431744,2.31725878,2.179518804,2.234677533,2.252503658,2.288992979,2.190100316,2.270777279,2.337676601,2.291381665,2.227597439,2.314232613,2.166741191,2.193962197,2.366016053,2.265229938,2.426519755,2.299821979,2.190518492,2.249481432,2.272427714,2.360235406,2.19013783,2.356670664,2.329223752,2.26929417,2.33893929,2.266045596,2.246898978,2.259262314,2.311042132,2.324661667,2.343406651,2.203011149,2.380473362,2.240053566,2.334729561,2.280287663,2.28218239,2.279262242,2.249972474,2.300318121,2.277569236,2.343832878,2.33722651,2.332873753,2.178101282,2.30348059,2.322495697,2.30551958,2.195767653,2.217122751,2.332365337,2.224851445,2.283858527,2.383258796,2.39860176,2.324474166,2.21473182,2.186183043,2.202730133,2.296917028,2.231676864,2.221433335,2.215979886,2.358504519,2.195444961,2.237700435,2.225993549,2.373125512,2.171436284,2.393671234,2.307662765,2.198882904,2.252001447,2.321776313,2.268890157,2.404908656,2.265197262,2.199107902,2.285875144,2.267749094,2.260846044,2.25682633,2.232630456,2.306952039,2.327972345,2.218512315,2.236374248,2.283007442,2.264695384
Z003E0059,1.993977866,1.972880786,1.973228135,2.058315435,1.955638953,2.016209488,1.987931874,2.047110191,1.956539967,2.056367366,2.108476617,2.030783701,2.05024244,2.07198425,2.020514799,1.971219994,1.958177789,2.011169805,2.02576858,1.924451472,2.004492092,2.041010329,2.026190148,2.07966018,1.882658544,1.994870902,2.013952176,1.941327437,2.145111977,2.047591633,2.041287348,2.089565055,2.078934464,2.056019989,2.044614903,2.08687757,1.963301147,1.889868122,1.985431864,2.009333182,2.00581795,2.124446939,2.023807009,2.022655442,2.007703229,2.15647048,1.958899542,2.126529063,2.06637481,2.024079215,1.884632062,2.011315199,1.98383521,2.044374331,2.104016201,1.919793718,2.096841203,2.029488766,2.044052285,2.105769517,2.02304731,1.936467006,2.055878024,1.958482562,2.04618071,2.085308404,2.027250813,2.149450298,2.032035624,2.002649703,1.994692108,1.995565754,2.126964558,2.131651738,1.968531553,2.204006017,2.037379164,1.912270986,1.996249709,1.967916386,2.007276081,2.087285841,2.076448356,2.091442229,1.98881039,2.011102575,1.970215814,1.92270372,2.084854352,2.108353642,2.041713128,2.034715841,2.019753441,1.991057604,2.121758119,2.086076963,2.047978503,2.010426535,1.96464404,2.132703758
Z003E0061,1.967258566,1.933953078,1.860488857,1.954353716,2.01035035,2.03355492,1.910523195,1.82083379,1.921640345,1.995089145,1.905311812,1.990917656,1.971006749,2.034401525,1.971252237,2.023168729,1.932304163,1.966397329,2.045324458,1.931236948,2.037144657,2.046796093,1.991499888,1.870376025,1.994803981,1.921921499,2.016007148,1.960284764,1.94447934,1.839974957,1.961962803,2.098350624,1.968674581,1.872966758,1.960616229,2.023869693,1.870073613,1.89867921,1.995635667,2.006309929,1.971631217,2.115548881,1.808464312,2.063381643,1.961974315,1.867960002,1.987555578,2.077819887,1.860408867,1.932487256,1.925040264,1.96524952,1.909116418,1.900037537,2.002504746,1.949302514,1.95404232,1.943129927,1.9751918,1.984026149,1.964613689,1.864881615,1.920207756,1.969796476,1.919048697,2.03510834,1.941384899,1.930622722,1.953808912,2.012767329,1.924634241,2.002728893,1.956117264,1.959462584,2.046510015,1.884304623,1.96962223,1.966971002,2.028723372,2.070629779,1.814707223,1.92257785,2.018132955,1.939418232,2.084955737,1.913132465,1.92406653,1.923640258,1.994537537,1.988050204,2.02265079,1.945374203,1.965898014,1.97921413,2.043965131,1.971303427,1.846072842,2.028571739,1.888463059,1.97975682
Z003E0063,2.315787606,2.300351636,2.183520191,2.335280472,2.248094061,2.318451136,2.224545333,2.269330705,2.230097789,2.277897582,2.29302284,2.312336774,2.327138204,2.223105463,2.242462004,2.378605639,2.427670331,2.40443265,2.262465374,2.167967023,2.260240731,2.25611707,2.314607799,2.287181454,2.299156947,2.262601601,2.332536524,2.242687376,2.16881852,2.312347084,2.370050932,2.278939095,2.231690031,2.372130972,2.245193742,2.326722054,2.27393938,2.226299465,2.165810695,2.320533588,2.334344815,2.208932013,2.46328702,2.302994507,2.292790344,2.270443855,2.242283435,2.288989473,2.277899511,2.295368805,2.379922721,2.414121582,2.312569377,2.354888599,2.42996261,2.361404142,2.277144413,2.203047647,2.249329269,2.318516874,2.218779446,2.288579024,2.225664804,2.34965364,2.323870468,2.264498183,2.374079963,2.343272999,2.35635886,2.275702567,2.383480651,2.311049285,2.244848998,2.323857298,2.266646421,2.232112629,2.25163634,2.262899517,2.38382465,2.327672083,2.26388087,2.35606684,2.263537811,2.291561618,2.270943101,2.281808908,2.430468432,2.254547201,2.285244366,2.266440349,2.297176377,2.390535919,2.268216015,2.230098151,2.286071722,2.200506149,2.24705261,2.355476102,2.293443291,2.31187019
Z003E0066,2.705111066,2.729609071,2.667988269,2.700614567,2.683190559,2.652418323,2.70275335,2.564697269,2.650656665,2.655611599,2.668243498,2.719142003,2.663429254,2.642016345,2.747105197,2.675790394,2.630027039,2.576656114,2.745563354,2.715567807,2.542375333,2.72412527,2.72485474,2.65075461,2.698473735,2.642122455,2.559551004,2.748786978,2.667262724,2.724425789,2.608738627,2.650216501,2.638194528,2.675682834,2.715486036,2.771257224,2.659860272,2.656028051,2.721935404,2.728622672,2.706115104,2.777283116,2.681851872,2.69636824,2.686556782,2.621156689,2.836132246,2.713900668,2.652882596,2.556267926,2.656934202,2.621527035,2.816526648,2.593451839,2.635369721,2.659728819,2.708737373,2.596301316,2.730637375,2.612091741,2.718574722,2.684286001,2.667052269,2.813863828,2.615145789,2.601261677,2.737164905,2.575761502,2.69365324,2.634813311,2.665374235,2.761475502,2.619150057,2.770194521,2.559622224,2.669827363,2.594988828,2.555139799,2.659001252,2.729750725,2.713762671,2.580352687,2.747050719,2.760064765,2.740106142,2.73743668,2.701603587,2.596765643,2.64174504,2.747267203,2.737478668,2.791274005,2.53606301,2.614492932,2.714484671,2.679899289,2.711773505,2.622025818,2.675738282,2.694291116
Z003E0067,1.716655945,1.660521323,1.689268218,1.819920771,1.668189882,1.677435979,1.690576533,1.682955336,1.675388486,1.719753181,1.692221326,1.635213777,1.654822835,1.69010723,1.692456749,1.621976223,1.704795154,1.592568486,1.574927148,1.694740488,1.739492573,1.530077562,1.629589985,1.603674587,1.736966373,1.712594981,1.617646211,1.750417691,1.652489365,1.678119339,1.619212533,1.788198745,1.730295926,1.655237585,1.67197326,1.671175641,1.68956915,1.646452301,1.720650914,1.587729744,1.668566384,1.500874496,1.748611707,1.734038395,1.64583431,1.726692794,1.574292033,1.584165859,1.734882419,1.711821799,1.754138207,1.644545922,1.662907119,1.813597302,1.71888862,1.682383453,1.646216011,1.656080942,1.711020472,1.636172763,1.623806797,1.553042563,1.810042694,1.825667813,1.702823622,1.663582663,1.591170086,1.664151922,1.699522503,1.679647093,1.709792875,1.529199607,1.745982274,1.682513187,1.727031224,1.682477483,1.536256477,1.704014937,1.698788889,1.640697118,1.653418284,1.717255286,1.602669237,1.666722328,1.730131323,1.722708356,1.668926697,1.610971645,1.692962522,1.665389415,1.736221229,1.641671735,1.697706985,1.60029866,1.8369778,1.59660269,1.733639464,1.694412536,1.684912753,1.60656015
Z003E0068,2.091891433,2.158907736,2.022938687,2.163382008,2.197076159,2.193669785,2.156677073,2.108124909,2.156137616,2.269912076,2.196466181,2.14802442,2.198826009,2.203661832,2.154833953,2.112278773,2.130978749,2.214615536,2.104028436,2.136816035,2.091638534,2.103259875,2.109522423,2.157151556,2.131178175,2.185493124,2.233196229,2.154867669,2.129699696,2.120456702,2.103288121,2.244276369,2.159886788,2.255302661,2.219571328,2.109079114,2.21220617,2.119894438,2.252627385,2.099440413,2.169874034,2.211925859,2.122323922,2.113514348,2.229039068,2.187161002,2.106837949,2.07094437,2.159155723,2.158247287,2.06520957,2.134250818,2.13685242,2.110948762,2.234306809,2.122962884,2.109908227,2.132865047,2.167013094,2.133126422,2.079188776,2.109146029,2.042304394,2.151414773,2.127837586,2.107966331,2.146648504,2.08841823,2.247599043,2.213802954,2.253116897,2.135478016,2.196779477,2.09150851,2.131287484,2.272158935,2.138598747,2.038779354,2.139009198,2.006809551,2.187136328,2.090260145,2.127527139,2.117004002,2.101032425,2.135442919,2.119466233,2.060612606,2.138631985,2.208248146,2.107681411,2.136074432,2.250229047,2.067356929,2.126786527,2.112969373,2.191546592,2.130797737,2.132703386,2.127591767
Z003E0069,1.074215416,1.063017266,1.163559287,1.190311604,1.12782966,1.267704624,1.080615066,1.2274848,1.1126954,1.221125686,1.199607274,1.176533801,1.100267578,1.02402339,1.202777777,1.12552276,1.119072759,1.295584016,1.134531768,1.154159808,1.081641164,1.097969484,1.233833864,1.194779574,1.102274706,1.197740533,1.17653633,1.121859858,1.127613679,1.167152672,1.282221224,1.093910479,1.122054175,1.184129373,1.161480237,1.187263252,1.193493641,1.201058515,1.268921037,1.212317859,1.173991083,1.133793831,1.086501044,1.202849968,1.087900879,1.140312474,1.122655167,1.099176182,1.077620864,1.128595546,1.22752401,1.128527276,1.056284487,1.152449691,1.106188141,1.09950214,1.312842914,1.128475484,1.077171439,1.236394397,1.25397214,1.141978711,1.225480557,1.197464738,1.165723913,1.108346036,1.287855943,1.085128717,1.157401884,1.104546523,1.259523559,1.081831269,1.154,1.208040201,1.082528513,1.132568294,1.192503728,1.129420422,1.143493424,1.191478977,1.173061265,1.064086812,1.204118876,1.105461484,1.235701533,1.127858064,1.16379373,1.176311377,1.189115285,1.161455983,1.072763975,1.125669361,1.192552791,1.080867302,1.122707281,1.240979231,1.088582462,1.245916204,1.186089835,1.107974428
Z003E0070,2.08429152,2.102288812,2.147611587,2.11098033,2.148908824,2.076685677,2.203467321,2.117829652,2.201000144,2.190086452,2.123509903,2.07193443,2.078511379,2.161118852,2.280337815,2.100895596,2.075687344,2.220409906,2.057679097,2.193121641,2.096560776,2.220349444,2.127797328,2.1115076,2.133878013,2.134742973,2.122202211,2.137620293,2.098955513,2.069246868,2.179488407,2.122886901,2.101451553,2.119679295,1.896649978,2.129939411,2.141078161,2.118191879,2.099540163,2.146033746,2.273586204,2.245104375,2.086538187,2.140328625,2.194700653,1.994320188,2.228666358,1.997576487,2.082069081,2.020539271,2.104100054,2.005274093,2.115287276,2.153166919,2.141617675,2.021818467,2.154076971,2.153230831,2.064287431,2.084701989,2.04607378,2.192924662,2.169179185,2.107491944,2.039661795,2.221594551,2.015666752,2.184489445,2.169699061,2.220713736,2.195636561,2.160551219,2.119507352,2.184767039,2.106710999,2.115536754,2.103524259,2.103252444,2.213151079,2.138142353,2.210978584,2.239083872,2.047027844,2.217357424,2.146197465,2.191639697,2.147726439,2.052506267,2.122197879,2.193552277,2.09888572,2.11417575,2.131333661,2.132500793,2.219090223,2.118321186,2.057195742,2.139539811,2.093550918,2.053776706
Z003E0071,1.036056998,1.0230098,0.918597735,1.040664608,1.015179863,1.006445623,1.053958794,1.058562142,1.143470498,1.042408101,0.904317703,1.000438855,1.000812695,1.123794895,1.009922524,0.991840661,1.01412242,0.96836481,0.946015923,1.028834561,1.024885231,0.919598427,0.972999912,0.971442896,1.097907006,1.029586115,1.114208163,0.95074959,1.083714995,1.00105331,0.945981151,0.993035157,0.977445259,1.025305545,1.052614167,0.999417333,0.99690743,1.01248158,1.012832447,0.981110122,1.043422105,1.063765057,1.083837527,0.921238319,1.115433145,1.06145839,1.114444707,1.090745905,1.04807135,1.069282952,1.076746657,1.041938795,1.07151962,1.04449646,1.032072743,0.973657475,1.068904198,0.962726558,0.93237317,0.963696613,0.968339943,1.040277068,0.936983875,1.064909909,0.979025667,0.949201629,1.018475141,1.110872526,1.057221768,1.094781176,1.000460177,0.99712084,0.883292366,1.076842245,0.973606247,1.08310075,1.009884195,1.035961678,1.007176533,0.977396784,1.056455594,1.121749712,1.029867332,0.901612984,0.935726947,1.010679759,0.971465321,0.968459482,1.04289268,0.995378183,1.057666295,1.028074676,1.122979242,0.929752127,1.098707161,0.937505016,1.04844832,0.965413836,1.126113943,1.003269733
Z003E0072,1.03578848,1.050079063,1.091801825,1.06168683,1.082747816,1.07539435,1.08407976,1.052828353,1.027321546,0.957927049,0.993291875,1.017365538,0.998489131,0.904391007,0.978303549,1.016097616,1.001907157,0.986695796,0.978697215,1.071806697,1.031402266,0.886505576,1.111418321,0.975199928,0.949757186,1.133456028,1.10207733,1.081966283,0.960091274,1.073861723,1.066826282,0.967696129,0.977149855,1.037090347,0.963651506,0.954936175,1.010184973,0.95267313,0.921838366,1.007258064,0.943379653,0.973508195,1.075142046,0.982797145,1.110444356,1.020315907,0.982185647,1.127002925,1.041084352,0.925230014,0.978642018,1.055402999,1.028297734,0.995047758,1.036641198,1.004671785,0.985013453,1.092030671,1.061772284,1.076669391,1.055087832,1.059189477,1.11121589,0.931935237,0.972024103,0.914759313,0.987199748,0.954215506,0.975393402,1.075791801,0.991351932,0.9241952,1.017527125,0.880848357,1.07483748,1.070020669,0.996605788,0.955051355,1.048937796,0.913965746,1.030301877,0.958896305,1.058867921,1.060735116,0.954705411,1.028226421,1.045942521,0.985271891,1.04616416,1.123293254,1.098325754,1.058657622,1.001289534,0.826167497,1.009892401,1.124269564,1.083586774,0.931752714,0.933398225,1.069316734
Z003E0073,1.452841351,1.502835702,1.513994829,1.56570297,1.440725147,1.458966974,1.57101571,1.461109953,1.505796079,1.557162276,1.594320352,1.382443992,1.452642683,1.472362963,1.536600582,1.493946355,1.549685509,1.478519629,1.493624738,1.470971565,1.577314003,1.50127909,1.613474504,1.44147299,1.470608636,1.551626409,1.494703469,1.562488491,1.661077784,1.5912103,1.524452826,1.538626828,1.563780625,1.646775443,1.566352025,1.559619634,1.486401966,1.529190151,1.684032358,1.64034611,1.556298179,1.555912502,1.518413233,1.528904863,1.575555247,1.511574216,1.499157067,1.648638673,1.441368045,1.430007491,1.462673811,1.53357366,1.485563225,1.504978345,1.442002429,1.580491242,1.620538671,1.588147805,1.531069063,1.572841086,1.640105666,1.587572798,1.481609114,1.52579877,1.486501631,1.582476095,1.448655861,1.569822101,1.35940005,1.436682484,1.505349894,1.541629315,1.567037899,1.584681327,1.534274554,1.461005426,1.595494715,1.381608295,1.54599083,1.442014611,1.609862445,1.45808031,1.458744566,1.493951914,1.537004409,1.503541712,1.519823792,1.573055793,1.520101543,1.61287245,1.42128277,1.48967385,1.563967528,1.488883441,1.521099707,1.419370481,1.455183071,1.577277353,1.461539064,1.579271953
Z003E0074,1.302414113,1.259728299,1.291479232,1.239043049,1.275693501,1.256467148,1.188397835,1.275333857,1.276522279,1.328231104,1.381758508,1.330639492,1.263190921,1.250588066,1.40420791,1.364192812,1.243094058,1.316370704,1.274693426,1.354157779,1.229878254,1.260988948,1.254761378,1.326798627,1.283527387,1.410145194,1.239227464,1.234939396,1.170025184,1.307293589,1.34749883,1.336093437,1.197279667,1.396610528,1.366867274,1.281427956,1.317142844,1.398279854,1.348214975,1.356433637,1.299567996,1.285417436,1.324519867,1.202432978,1.397069752,1.211799256,1.294624399,1.290004359,1.288789242,1.276689673,1.304698148,1.291065833,1.12003547,1.364303843,1.379765922,1.366537859,1.252357876,1.379577723,1.322973181,1.406413335,1.208796198,1.225774916,1.271980773,1.276973406,1.342203174,1.287023387,1.232901642,1.327044463,1.381694956,1.278416345,1.422895378,1.271195908,1.32935088,1.268318989,1.318161242,1.33270102,1.422848714,1.286972898,1.379979094,1.339967304,1.329326891,1.285773776,1.248438929,1.359368482,1.395627228,1.253431017,1.252233525,1.253462667,1.276121955,1.210218995,1.309316827,1.406656904,1.27996948,1.401072438,1.261514759,1.421784127,1.426468248,1.289485033,1.309794597,1.330248055
Z003E0075,0.958480429,1.054061469,0.86215951,0.980067778,0.912163147,1.001883404,0.855269872,0.993449235,1.028638936,0.937591554,0.99276001,0.998814353,0.903442214,0.957668175,0.954151323,1.045496044,0.931779683,0.97578538,1.016071452,0.817339656,1.016443627,1.025223456,0.975886519,0.91391219,0.9854203,0.989132129,0.941376587,1.024150353,1.004686335,0.995199216,0.938177719,0.909579606,0.885159818,0.928754835,0.83731638,1.037907155,1.030205329,1.055367887,0.962653939,0.933536677,1.062515925,1.044377557,0.953031681,0.908214181,0.984789286,1.043009464,1.042759915,1.074092706,0.964060793,0.929391518,0.976180982,1.01524183,0.78478297,0.91425915,0.912857343,0.949798573,0.977287453,0.970074941,1.04900284,0.914327458,0.914251559,1.027759506,0.922236345,0.920504032,0.90520587,0.892507183,0.853187974,0.878073634,0.932743567,1.090080312,0.983995595,0.932695471,0.898542012,1.099670622,0.971202103,0.903767506,0.84956682,0.965738372,0.999009641,1.003826604,0.838857712,1.023358057,1.011239931,1.100418113,1.064729693,0.923330334,1.048124968,0.969285675,0.9704481,0.881340172,0.844566578,0.962483097,0.92590102,1.102676747,0.991292641,0.886522673,0.986150719,0.934061962,1.007513193,0.964225547
Z003E0076,1.762166741,1.668394363,1.670254134,1.760919603,1.609131533,1.618340337,1.63543201,1.642494109,1.636121986,1.667136712,1.798696522,1.641846972,1.597800465,1.826228365,1.624701132,1.769957617,1.570248535,1.745363108,1.642829472,1.664305055,1.702135919,1.628443625,1.600984127,1.779192537,1.665654776,1.65551531,1.670360042,1.706420582,1.628234861,1.680285096,1.636883937,1.681518896,1.643498876,1.664978751,1.771885689,1.618408469,1.715429999,1.684826786,1.619471229,1.648336093,1.733454436,1.73368807,1.609517451,1.667564677,1.793704575,1.677222638,1.652438303,1.67702521,1.603640059,1.667727536,1.670864536,1.632054937,1.640111282,1.655748679,1.734233527,1.703588427,1.635971683,1.710285825,1.687876016,1.695401692,1.612893947,1.726440049,1.798985329,1.620356045,1.639833578,1.741078407,1.667065704,1.782614396,1.711388036,1.805385049,1.824276961,1.587900967,1.713998361,1.628204791,1.608118532,1.669830515,1.637641921,1.610617729,1.689264036,1.63106251,1.62328589,1.730536746,1.651167562,1.668603675,1.628457758,1.620229094,1.70454156,1.667629567,1.761641612,1.716101713,1.798848741,1.725614417,1.685169344,1.688496393,1.677200871,1.63405618,1.709612395,1.617315365,1.701086365,1.636740057
Z003E0077,0.038411167,0.119256449,0.233582023,0.168451047,0.107570284,0.08927715,0.099484265,0.080962677,0.15970515,0.063222056,0.12228254,0.22167318,0.101010579,0.086951388,0.140951552,0.192837876,0.084876762,0.255457663,-0.005445409,0.066826497,0.139856701,0.081228199,-0.015395127,0.165422938,0.096468006,0.143771092,0.247863426,0.061185064,-0.00036022,0.072269664,0.178174949,0.177526343,0.119708726,0.042212033,0.236704561,0.072206449,0.283761536,0.091596941,0.171368009,0.109562441,0.0427228,0.150873945,0.186904875,0.276265734,0.112088616,0.004108105,0.156705486,-0.011881641,0.064121531,0.052341673,0.095671569,0.22338115,0.063301849,0.14127763,-0.002558533,0.040982053,0.061538937,0.124976322,0.123391824,0.154924877,0.078898824,0.025256816,0.187465561,0.22012783,0.119715469,0.125952593,0.301123149,0.222648041,0.197553193,0.175200583,-0.00937937,0.142971229,0.212172773,0.16721142,0.099190583,0.1217044,0.179025212,0.159874432,0.130419161,0.132414109,0.15081475,0.168130883,0.188458152,0.263492005,0.26160698,0.133196502,0.062073604,0.122704056,0.146051317,0.148983568,-0.007253298,0.231504196,0.034265139,0.128619911,0.092743993,0.066874966,0.074781962,0.102556405,0.097421008,0.178888216
Z003E0078,1.409559823,1.366181783,1.260364649,1.296020552,1.446206318,1.453570972,1.382556473,1.320846951,1.388626857,1.454558422,1.430432733,1.350498706,1.338539661,1.442884409,1.499513739,1.351913501,1.326325834,1.516309362,1.399142341,1.401755577,1.38279225,1.344504135,1.318896434,1.220598154,1.486013966,1.243793751,1.380439428,1.430097958,1.34050885,1.354692448,1.384484443,1.304254884,1.346095497,1.31232689,1.268550387,1.493843658,1.280402931,1.288134108,1.450999603,1.408755213,1.351750783,1.525314933,1.310446874,1.401399236,1.321831594,1.240746608,1.412892854,1.381597398,1.417797026,1.326138987,1.432541032,1.344604402,1.364870739,1.459140601,1.448573378,1.266553688,1.375581254,1.354436918,1.378221719,1.246091882,1.416309366,1.343101649,1.275395397,1.392084768,1.369501852,1.394396913,1.41729147,1.325944867,1.420085191,1.311644862,1.377847928,1.436857468,1.358552599,1.421121522,1.451140817,1.362724835,1.464952222,1.377971342,1.379609806,1.221470936,1.446738458,1.501121127,1.417934447,1.391579036,1.301445937,1.388800697,1.451465554,1.409925809,1.387467029,1.400989646,1.490669955,1.406645956,1.372154776,1.396384461,1.443124419,1.360500047,1.341001147,1.152628495,1.42190977,1.351615231
Z003E0079,1.890907993,1.831640019,1.778198257,1.766628354,1.767646907,1.808675338,1.828586086,1.80111224,1.833474652,1.889557052,1.790058512,1.759395428,1.771082881,1.793293553,1.854386727,2.040365902,1.761612138,1.786964643,1.716710442,1.755004873,1.815353305,1.914782145,1.774171355,1.794351087,1.765941221,1.780562858,1.899820876,1.756704075,1.701644605,1.832412443,1.859901058,1.658322779,1.804985638,1.809568111,1.925021017,1.833717232,1.742656285,1.753504705,1.826416478,1.773581401,1.824388183,1.829077812,1.880170811,1.842474768,1.674993831,1.900110039,1.82480893,1.864861143,1.881426577,1.920112486,1.904119591,1.88024402,1.799838548,1.814905733,1.709245477,1.765679216,1.805068646,1.873197732,1.794154616,1.802742269,1.800512958,1.803328108,1.839454247,1.852042966,1.837157781,1.806113306,1.899727207,1.817812344,1.8281239,1.805928979,1.776891283,1.916539186,1.832646438,1.843195835,1.809739143,1.775616545,1.909661081,1.763420493,1.859917295,1.794993871,1.92111716,1.916108069,1.767100238,1.814086301,1.835420134,1.80091227,1.710349611,1.70982648,1.837010536,1.82208858,1.760817296,1.856690681,1.803831853,1.744187208,1.820140198,1.823048265,1.779664105,1.895682125,1.81335495,1.802116273
